place_id,name,latitude,longitude,regular,premium,diesel
3015,Combustibles Guadalajara SA de CV,20.667,-103.3771,23.45,24.16,
3016,"COMBU-EXPRESS, S.A. DE C.V.",20.22101,-100.8621,23.29,25.89,24.89
3017,"PETROMAX, S.A. DE C.V.",25.51707,-103.3903,22.99,,
3019,NORMA PATRICIA ALVARADO TRUJILLO,16.38583,-93.28307,22.39,,24.14
3020,"PETROMAX, S.A. DE C.V.",28.74398,-106.1339,22.59,,
3021,"PETROMAX, S.A. DE C.V.",26.08686,-98.30334,18.19,,
3022,"PETROMAX, S.A. DE C.V.",25.71895,-100.2366,23.49,,
3023,"PETROMAX, S.A. DE C.V.",25.69165,-100.2215,22.99,,
3024,GUSTAVO DE LA SOTA BALVANERA,21.02361,-100.3398,21.97,23.52,23.84
3025,SERVICIO PIONEROS SA DE CV,20.4086,-101.7059,23.05,,
3026,"PETROMAX, S.A. DE C.V.",19.67064,-99.2061,22.69,,
3027,PEDRO AURELIANO MIER Y CONCHA BALTAZAR,16.27289,-93.27979,22.34,24.54,
3028,"CORPORATIVO DE COMBUSTIBLES, S.A . DE C.V.",20.4561,-101.0039,22,,24.32
3029,"PETROMAX, S.A. DE C.V.",25.66074,-100.3989,24.09,,
3030,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",20.57933,-101.2054,21.99,25.59,
3031,RAMON ALEJANDRO RUELAS FLORES,32.34875,-117.0607,20.69,,23.09
3032,"PETROMAX, S.A. DE C.V.",28.67927,-106.089,22.59,,
3033,"NOVOGAS BARCRIS, S.A. DE C.V.",20.62555,-100.7869,21.79,,
3034,"PETROMAX, S.A. DE C.V.",25.63323,-100.7989,23.39,,
3035,VICTOR VILLALOBOS QUINTANA,28.16979,-105.481,22.89,,24.89
3036,LUZ MARIA OLVERA ACEVEDO,23.60794,-103.6369,22.47,,
3037,"EL PABELLON MEXICANO, S.A. DE C.V.",19.39715,-99.05779,22.01,,
3038,"PETROMAX, S.A. DE C.V.",25.79136,-100.3057,24.09,25.69,
3039,"PETROMAX, S.A. DE C.V.",25.78245,-100.5763,24.09,,
3040,GUSTAVO DE LA SOTA BALVANERA,20.97004,-100.4303,21.64,,
3041,"COMBU-EXPRESS, S.A. DE C.V.",20.90965,-103.9674,22.89,,
3042,SUPER SERVICIO SAN MIGUEL ARCANGEL S.A DE C.V. ,20.28677,-100.7617,23.08,,
3043,"COMBU-EXPRESS, S.A. DE C.V.",19.6921,-103.4685,24.29,,
3044,"TOTAL MEXICO, S.A. DE C.V.",19.44324,-99.08564,22.79,25.4,
3045,"COMBU-EXPRESS, S.A. DE C.V.",19.70174,-103.4867,24.29,,
3046,FEMAL S.A. DE C.V.,21.84751,-102.2919,22.39,,
3047,SABINO TRINIDAD GARCIA ESCUTIA,19.96308,-100.9101,22.39,24.19,23.75
3048,SERVICIO MITA BONFIL SA DE CV,20.08021,-98.78745,21.99,,
3049,SERVICIO FORRES SA DE CV ,20.99778,-101.8567,22.89,,
3050,SERVICIO EXPRESS DEL BAJIO S.A DE C.V.,20.64514,-101.378,22.95,,24.2
3051,"ESTACION PIRU, S.A. DE C.V.",32.46458,-116.9288,21.79,24.19,
3052,"COMBU-EXPRESS, S.A. DE C.V.",19.76312,-104.3678,24,,24.95
3053,"COMBU-EXPRESS, S.A. DE C.V.",20.66396,-101.4344,22.79,24.89,24.39
3054,GRUPO DISTRIBUIDOR ASOCIADO DE ENERGETICOS SA DECV,19.39737,-99.18058,22.99,25.19,
3055,GRUPO INDUSTRIAL TAJALI S.A.,20.69526,-103.3544,23.59,,
3056,"Servicio Ademe, S.A. de C.V.",19.46504,-99.08414,23.69,25.49,
3057,"COMBU-EXPRESS, S.A. DE C.V.",20.52746,-100.848,22.19,24.69,24.29
3058,SERVICIO RINCONADA S.A. DE C.V.,21.98946,-102.3351,22.89,,
3059,SERVICIO RINCONADA S.A. DE C.V.,21.9834,-102.2451,22.39,,
3060,"Servicio Periférico Arenal, S.A. de C.V.",19.28233,-99.14298,22.99,,
3061,Servicio Gomasa SA de CV,19.52521,-99.08173,22.59,24.79,23.99
3062,"COMBU-EXPRESS, S.A. DE C.V.",20.51901,-100.7548,22.09,23.89,
3063,Turismo Contreras S.A. de C.V.,20.30581,-100.77,23.09,,
3064,"Unidad de Gasolineras, S.A. de C.V.",21.87516,-102.2423,22.34,,18.32
3065,"COMBUSTIBLES MB DE LA COSTA, S.A. DE C.V.",16.21192,-93.85916,23.19,24.99,
3066,AUTO ESTACION INDUSTRIAL SA DE CV,19.72068,-101.1482,21.99,23.55,23.95
3067,Servicios Energeticos de Tizayuca SA de CV,19.84018,-98.97259,21.99,23.95,23.69
3068,"COMBU-EXPRESS, S.A. DE C.V.",20.50978,-100.8188,22.39,24.59,24.19
3069,"LA UNICA GASOLINERA SANTAMARIA, S.A. DE C.V.",18.35599,-100.6693,24.35,,
3070,"COMBUSTIBLES Y LUBRICANTES OJUELOS, S.A. DE C.V.",21.63549,-101.473,22.99,24.49,
3071,"LAS MEJORES ESTACIONES, S.A DE C.V",20.36569,-99.64865,22.65,24.03,
3072,ADMINISTRADORA DEL COLORADO S. DE R.L. DE C.V.,32.63267,-115.4623,21.17,23.49,
3073,"Servicio Consulado, S.A. de C.V.",19.45041,-99.09222,22.59,25.59,
3074,GRUPO GASOLINERO TREBOL PACIFICO S.A. DE C.V.,15.67459,-93.21095,23.09,24.79,24.65
3075,"LAS MEJORES ESTACIONES, S.A DE C.V",20.91522,-100.7626,21.95,24.65,24.11
3076,"Servicio Boturini, S.A. de C.V.",19.41658,-99.1217,22.99,25.49,24.79
3077,SERVICIO MICHIFAZO S.A. DE C.V.,20.70478,-103.9702,23.3,,
3078,"LAS MEJORES ESTACIONES, S.A DE C.V",21.0228,-100.7899,21.95,24.29,
3079,"PETROMAX, S.A. DE C.V.",25.69271,-100.4569,21.59,,
3080,"LAS MEJORES ESTACIONES, S.A DE C.V",20.2833,-99.01663,21.87,,
3081,"COMBU-EXPRESS, S.A. DE C.V.",20.53889,-100.8455,21.99,25.19,24.19
3082,SUPER SERVICIO POZA RICA SA,19.70521,-101.1778,20.99,,23.95
3083,"SUPER SERVICIO DIAMANTE, SA DE CV",19.33334,-99.06403,22.59,,
3084,SERVICIO LOPSOL SA DE CV,19.75497,-98.58901,21.99,22.39,24.49
3085,MARCOFAN SA DE CV,19.34729,-98.96519,22.29,24.99,23.69
3086,MEGA GASOLINERAS S.A DE C.V,21.10156,-101.6606,23.09,,
3087,"COMBU-EXPRESS, S.A. DE C.V.",20.67175,-101.3749,22.99,24.99,
3088,Corta Gas S.A. de C.V.,20.48971,-100.9646,22.69,,
3089,Servicios Energeticos de Zumpango SA de CV,20.55431,-100.4206,20.15,22.19,24.09
3090,"COMBU-EXPRESS, S.A. DE C.V.",19.11943,-104.3629,22.25,,
3091,"COMBU-EXPRESS, S.A. DE C.V.",20.52175,-100.8231,21.59,24.99,
3092,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",20.53603,-100.7848,22.99,25.59,24.99
3093,El Moyote SA de CV,24.02798,-104.6495,22.45,24.49,23.79
3094,ENERGETICOS Y SERVICIOS SA DE CV,20.05484,-98.45954,21.1,,
3095,"Unidad de Gasolineras, S.A. de C.V.",21.85602,-102.3162,22.27,,
3096,MEGA GASOLINERAS S.A DE C.V,21.11008,-101.6464,23.09,,
3097,"Servicio Renacimiento S.A. de C.V,",20.51939,-100.8344,22.69,,
3098,ESTACION DE SERVICIO EL REFUGIO S.A. DE C.V.,20.01306,-99.19469,22.22,23.98,
3099,"ENERGIA Y SERVICIOS COORDINADOS, S.A. DE C.V.",23.99997,-104.7008,23.09,25.09,24.69
3100,"Grupo Macruz, S.A. de C.V.",19.46206,-99.21472,22.99,23.99,
3101,ITACA ENERGY S.A. DE C.V.,21.45698,-101.2012,22.89,24.99,24.44
3102,Servicio Arandas SA de CV,20.69195,-101.3596,22.94,,
3103,"PETROLIFEROS LA TERRITORIAL, S. DE R.L. DE C.V.",30.5556,-111.1404,23.99,26.29,24.59
3104,SERVICIOS COSTA AZUL TURQUESA S.A. DE C.V. ,21.14036,-86.87739,23.79,,
3105,GUSTAVO DE LA SOTA BALVANERA,21.14016,-100.0759,21.5,,
3106,ENERGETICOS AGUILA SA DE CV,21.54196,-105.2927,23.55,,
3107,"COMBU-EXPRESS, S.A. DE C.V.",21.03753,-104.3787,23.34,,
3108,Grupo Inmobiliario Baybarr S.A. de C.V.,32.51502,-116.8883,20.29,23.99,
3109,SERVICIOS SAN JERONIMO SA DE CV,21.15184,-101.6703,22.99,,
3110,"INMOBILIARIA ESCOCHA, S.A. DE C.V.",32.51836,-116.9454,20.99,,
3111,"DAHUCOM, S.A. de C.V.",22.0474,-100.7315,22.41,,
3112,"Servicio Tres Mil, S.A. de C.V.",19.40136,-99.26801,23.99,25.99,
3113,"Estación Bosque Real, S.A. de C.V.",19.60226,-98.99144,22.99,24.99,
3114,Servicio Raggas SA de CV,19.4114,-99.09725,21.99,,
3115,"PETROMAX, S.A. DE C.V.",25.65398,-100.2943,22.99,,
3116,SERVICIO KARROCEYA S.A. DE C.V.,20.27009,-100.7536,23.08,,
3117,Becktrop Operadora SA de CV,32.66203,-115.4844,20.49,,
3118,ESTACIONES DE SERVICIO S.A. DE C.V.,20.63181,-100.4662,22.29,,
3119,SERVICIOS LAGUNA S.A. DE C.V.,21.13324,-86.87228,23.83,,
3120,"ESTACION DE SERVICIO PUERTA GRANDE,  S. DE R.L. DE C.V.",21.10196,-101.6132,21.99,23.99,23.99
3121,SERCABER S.A. DE C.V.,23.76078,-99.11617,21.49,,
3122,GRUPO INDUSTRIAL TAJALI S.A.,20.66813,-103.346,23.59,,
3123,FIGUER GAS SA DE CV,19.4362,-99.11988,20.99,23.99,24.49
3124,"COMBU-EXPRESS, S.A. DE C.V.",20.44351,-100.61,22.19,24.49,
3125,ESTACION SANTA MARIA CALTENGO SA DE CV,20.09608,-98.36562,21.69,,
3126,"PETROMAX, S.A. DE C.V.",26.03152,-98.26519,19.39,17.71,22.49
3127,"EST. DE SERV. PUERTA DE MEXICO,S.DER.L.DECV",32.50079,-116.8846,20.99,24.99,23.35
3128,"Centro Gasolinero Animas, S.A. de C.V.",19.32277,-96.31128,22.49,,
3129,servicio casfer SA de CV,21.03184,-101.6944,22.87,25.05,24.66
3130,SERVICIO PIONEROS SA DE CV,20.43307,-101.7007,22.99,,
3131,"Servicio Eclipse, S.A. de C.V.",19.37978,-99.24584,22.99,25.79,
3132,"GASOJARAL, S.A. de C.V.",21.70034,-101.0238,22.56,,
3133,OPERADORA TONINA SA DE CV,16.91826,-92.10234,22.7,,
3134,"Gaeli Diesel, S.A. de C.V.",19.65149,-90.70911,23.19,,
3135,MEGA GASOLINERAS S.A DE C.V,19.40282,-99.06493,13.79,,18.09
3136,"COMBU-EXPRESS, S.A. DE C.V.",20.66684,-101.3299,22.39,24.99,24.79
3137,COMBUSTIBLES SANTA FE SA DE CV,21.19457,-100.8677,22.69,24.98,24.25
3138,"COMBU-EXPRESS, S.A. DE C.V.",21.03086,-105.2557,24.29,,
3139,"Servicio Autopista Pachuca, S.A. de C.V.",19.58002,-99.04434,22.59,24.99,23.99
3140,NOGALES ENERGETICOS S.A. DE C.V.,24.15411,-110.3116,22.89,,
3141,"COMBU-EXPRESS, S.A. DE C.V.",19.61142,-104.4506,23.48,25.05,
3142,"Aprovechamientos y Servicios, S.A. de C.V.",19.44126,-99.2096,23.57,,
3143,"COMBU-EXPRESS, S.A. DE C.V.",20.56633,-100.8209,21.99,24.09,24.19
3144,"COMBU-EXPRESS, S.A. DE C.V.",19.88241,-103.6008,24.09,,
3145,"EST. DE SERV. PUERTA DE MEXICO,S.DER.L.DECV",32.49051,-116.8536,21.49,24.99,23.39
3146,ESTACION DE SERVICIO ROJEMAR S.A. DE C.V.,20.44896,-102.1456,22.29,,
3147,"ESTACION DE SERVICIO PUERTA GRANDE,  S. DE R.L. DE C.V.",21.13499,-101.6791,21.29,24.99,
3148,SUPER SERVICIO COAPA SA DE CV,19.29301,-99.12498,21.99,,
3149,"GASOSERVICIOS PREMIER, S.A. DE C.V.",24.01615,-104.6455,23.19,,
3150,TERESA DE JESUS GONZALEZ NAVARRETE,17.72762,-101.6071,22.5,23.39,25.4
3151,gopra sa de cv,20.48544,-103.5103,22.89,,
3152,"GASOLINERIA Y SERVICIOS LA VILLA, S.A. DE C.V.",23.84438,-104.2419,23.68,,
3153,"SERVICIO CIBOLA, S.A. DE C.V.",32.56962,-115.4234,19.99,23.49,23.29
3154,MEGA GASOLINERAS S.A DE C.V,21.11806,-101.6672,23.09,,
3155,gasolinera casen SA de CV,21.14738,-101.6769,22.69,25.29,21.48
3156,"Servicio Tultitlán Express, S.A. de C.V.",19.62669,-99.14702,22.99,24.99,23.99
3157,"CONSORCIO GASOLINERO DAROEL, S.A. DE C.V.",16.83748,-99.84692,23.89,,
3158,"Servicio los Andes, S.A. de C.V.",19.60065,-99.03324,21.99,23.99,24
3159,SERVICIO ARRECIFE S.A. DE C.V.,21.15571,-86.87454,23.73,,
3160,SUPER SERVICIO 54 S.A. DE C.V.,20.68573,-103.31,22.99,,
3161,JORGE ISAAC LOPEZ ROCHIN,31.87244,-116.6229,20.99,23.79,
3162,PABLO ALEJANDRO PATRON CORDERO,22.34458,-102.2314,22.99,,
3163,IVAN GARCIA ARCE,20.73976,-103.3872,23.23,,
3164,SERVICIO LAS PIEDROTAS S.A. DE C.V.,20.64108,-103.2827,21.39,,
3165,IVAN GARCIA ARCE,20.72675,-103.3995,23.23,,
3166,JULIO CESAR GAMA RAMSDEN,21.13763,-101.6904,22.89,,
3167,HECTOR JUAN GARZA ESCOBOSA,23.98153,-104.5952,23.5,,24.4
3168,GASOLINERA BOULEVARD DE SALTILLO SA DE CV,29.30822,-100.9305,20.1,,
3169,"LAS MEJORES ESTACIONES, S.A DE C.V",19.54436,-99.18319,21.99,25.93,
3170,"Impulsora de Servicios y Turismo, S.A. de C.V. ",19.48449,-99.23499,22.27,23.99,
3171,ELENA GARZA ESCOBOSA,24.02714,-104.6337,22.69,,
3172,SERVICIO ORION S.A. DE C.V.,19.50558,-98.88023,22.79,,
3173,SUPER SERVICIO SAN CARLOS S.A. DE C.V.,18.89235,-99.03332,22.49,,
3174,SERVICIO CAMARENA SA DE CV ,20.67032,-102.0944,22.5,,
3175,GASOLINERA SERVICIO Y GRIEGA SA DE CV,27.87241,-101.137,24.07,,
3176,"PETROMAR DEL PACIFICO, S.A. DE C.V.",23.23355,-106.4099,22.59,,
3177,Gasolinera Tepetlixpa S.A. de C.V.,19.03164,-98.81195,22.6,,
3178,INMOBILIARIA CHILUCA S.A. DE C.V.,20.21626,-87.446,23.58,,
3179,INMOBILIARIA OSTUNI S.A. DE C.V.,20.49878,-86.93461,23.93,,
3180,gas bosques del lago sa de cv,19.61763,-99.23813,22.09,23.79,
3181,SUPER SERVICIO GARDUÑO SA CE CV,19.72737,-99.94492,21.89,,
3182,"SUPER SERVICIO VILLAMARES, S. A. DE C. V.",19.1793,-99.44221,21.79,,
3183,"Gasolinería Solidaridad II, S.A. De C.V.",25.77445,-100.4007,20.99,,
3184,"GASOLINERAS ASOCIADAS POTOSINAS, S.A. DE C.V.",22.10983,-100.9607,22.4,,23.99
3185,SERVICIO VALLE DE MEXICO S.A. DE C.V.,19.3543,-98.9893,21.79,,23.45
3186,SERVICIO MENDEZ IBAÑEZ SA DE CV,19.68049,-103.2481,24.3,,
3187,"ESTACION DE SERVICIO ROPER, S.A. DE C.V.",20.51317,-103.2852,22.99,25.69,
3188,CALUFER S.A. DE C.V.,20.32265,-102.5119,23.25,,
3189,SERVICIO VASA S.A. DE C.V.,19.25237,-99.61739,22.14,,
3190,SERVICIO CAVA S.A. DE C.V.,19.98488,-101.2601,22.78,,
3191,RAPIGAS DEL CENTRO SA DE CV,28.63337,-106.0764,21.49,,
3192,GASOLINERA BALLESTEROS IBARRA SA DE CV ES06227,25.27906,-100.0224,23.98,,
3193,"CORPOE, S.A. DE C.V.",21.28512,-100.5929,22.69,24.84,
3194,"GASOLINERA MARTILO, S.A. DE C.V.",25.53412,-103.3181,21.99,,
3195,ESTACIONES DE SERVICIO PENINSULARES S.A. DE C.V.,22.9073,-109.9642,23.49,,
3196,"BP ESTACIONES Y SERVICIOS ENERGETICOS, S.A. DE C.V.",19.60966,-99.23385,22.99,25.59,23.89
3197,MULTISERVICIOS DE GRANILLO S.A. DE C.V.,26.9154,-105.7602,22.2,,
3198,"MADINAT, SA DE CV E10914",19.28179,-99.67316,21.89,,
3199,"Inmobiliaria Lirca, S.A. de C.V.",19.31658,-99.12556,22.99,23.99,
3200,SERVICIO CORCEL S.A. DE C.V.,19.40238,-99.03369,21.99,24.49,
3201,SERVICIO PADILLA MARQUEZ SA DE CV,21.45915,-102.5514,22.9,,
3202,GASOLINERA SAN MIGUEL SA DE CV,20.42204,-103.3936,23.6,,
3203,CAPRIGO S.A. DE C.V.,19.20589,-98.81673,21.95,,
3204,"SERVICIO GARMAN HIDALGO, S.A. DE C.V.",20.10497,-98.76907,21.95,22.51,24.68
3205,SERVICIOS AVENIDA SA DE CV,19.44482,-99.17917,22.09,23.79,
3206,GASOLINERIA EL TEXANO SA DE CV,19.27914,-99.67056,20.98,,
3207,Administracion De Gasolina Norponiente SA de CV,31.72569,-106.5089,17.99,20.29,21.99
3208,SERVICIOS CONCE S.A. DE C.V.,20.34983,-101.5,22.79,,
3209,SERVICIO TUCAN S.A. DE C.V.,19.389,-99.03146,21.45,22.99,
3210,"SERVICIO PERITALA, S.A. DE C.V.",20.68658,-103.2597,23.49,,
3211,PETRO LEO SA DE CV,21.13031,-101.7051,22.19,,
3212,SERVICIO ABASTO S.A. DE C.V.,20.65769,-101.3522,22.38,,23.63
3213,"EMERALD GAS, S.A. DE C.V. ",23.16024,-109.7075,24.35,24.75,
3214,"PETROMAX, S.A. DE C.V.",28.62343,-106.0295,22.29,,
3215,"RED DE GASOLINERAS UNIVERSITARIAS, S.A. DE C.V.",20.73903,-103.376,16.56,18.47,17.28
3216,"Servicio Raves, S.A. de C.V.",19.61906,-99.17231,21.99,23.69,
3217,"BP ESTACIONES Y SERVICIOS ENERGETICOS, S.A. DE C.V.",19.33902,-99.12736,22.49,,
3218,ESTACION SERVICIO OTOCH S.A. DE C.V.,18.51772,-88.28687,22.28,,
3219,DESECHOS BIOLÓGICOS E INDUSTRIALES SA DE CV,19.55146,-99.20559,21.39,23.19,
3220,SERVICIO VASA S.A. DE C.V.,19.23877,-99.61864,22.14,,
3221,"SERVICIO SAN JOSE DEL VALLE DOS, S. A. DE C. V.",20.55105,-103.3563,22.85,,
3222,GASOLINERAS SUREÑAS S. DE R.L. DE C.V.,17.04873,-96.70597,23.25,,
3223,Servicios El Huizache S.A. de C.V.,21.28101,-102.293,21.59,,
3224,"Servicio El Arco, S.A. de C.V.",19.22383,-100.1301,23.29,,
3225,Administracion De Gasolina Norponiente SA de CV,31.69999,-106.4631,17.69,19.99,
3226,MULTISERVICIO CALZADA SA DE CV,20.71417,-103.3204,21.99,,23.69
3227,"Estacion Arreola, S.A. de C.V.",32.53529,-117.0351,21.58,23.99,22.79
3228,servicio santa anita sa de cv,20.57207,-103.4558,22.89,,
3229,GASOLINERA CUDEA SA DE CV,20.6743,-103.3297,22.69,24.99,23.99
3230,"Estación Terminal del Norte, S.A. de C.V.",19.49026,-99.14442,22.49,24.99,
3231,SERVICIO CERCA LIZA SA DE CV,19.63044,-103.3351,24.3,,
3232,ROBERTO CALLES BADILLO,22.55044,-98.14983,21.5,,
3233,SERVICIO GORM S.A. DE C.V.,19.29309,-98.93043,21.99,,
3234,"Combustibles Popoyote, S.A.  de C.V.",20.54415,-103.4722,22.99,24.99,24.49
3235,ESTACIONES DE SERVICIO AUTO S.A. DE C.V.,17.5566,-92.34897,22.19,,
3236,ESTACIÓN BETULIA S.A. DE C.V.,21.75552,-102.0245,22.51,,
3237,GASOLINERA BELISARIO DOMINGUEZ S.A. DE C.V.,20.7005,-103.3195,22.99,,
3238,CORPOSTAR S.A. DE C.V.,19.26068,-98.8795,22.69,,
3239,GASOLINERA LOS VECINOS SA DE CV,20.67777,-105.2258,22.99,25.3,19.17
3240,COMBUSTIBLES CAHO DE MEXICO S.A. DE C.V.,16.68542,-93.64211,20.9,,22.7
3241,INMOBILIARIA ARCO KABAH S.A. DE C.V.,21.12713,-86.87762,23.83,,
3242,"INMOBILIARIA HEMAJO DE ATLACOMULCO, S.A. DE C.V.",19.78699,-99.89559,22.27,,
3243,INMOBILIARIA MONOSABIO S.A. DE C.V.,21.1843,-86.85324,23.73,,
3244,ESTACION SANTA MARIA LA JOYA SA DE CV,20.07131,-98.39498,21.69,,
3245,SERVICIOS TUCANES S.A. DE C.V.,21.17213,-86.85915,23.73,,
3246,"TRANSTUR HOFRA, S.A. DE C.V.",19.5248,-99.10361,22.99,25.49,24.24
3247,SERVICIO RIO SANTA CRUZ S.A. DE C.V.,19.3205,-99.66897,20.95,,
3248,GASOLINERA EJE VIAL SA DE CV,23.74271,-99.15942,22.79,24.69,
3249,INMOBILIARIA TRES ISLAS S.A.D E C.V. ,20.66055,-87.06979,23.78,,
3250,Gasolinera Tepetchia SA de CV,16.71606,-93.01369,21.89,,
3251,"MINATORE Y PIOGGIA, S.A. DE C.V.",20.59678,-103.294,20.87,24.48,23.58
3252,Estación de Servicio Famgas SA de CV,19.68976,-101.2853,20.98,21.98,23.28
3253,SERVICIO GRACIEL S.A. DE C.V.,19.36587,-98.9766,21.79,23.99,
3254,"Servicio Imán, S.A. de C.V.",19.30743,-99.16373,23.59,25.49,
3255,SERVICIO SOLCER SA DE CV,19.91399,-102.0113,23.39,,
3256,SUPER SERVICIO CIUDAD GRANJA SA DE CV,20.66939,-103.453,23.49,,
3257,SERVICIO VILLA RICA S.A. DE C.V.,20.85439,-86.89312,23.83,,
3258,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",20.63135,-103.432,23.49,25.99,
3259,GASOTEC SA DE CV,19.25789,-103.7184,22.14,24.89,
3260,GASOLINERA ESTEBAN ALATORRE SA DE CV,20.67222,-103.2943,21.55,24.99,
3261,JOSE DE JESUS MUÑOZ MARQUEZ,21.16019,-101.6826,22.98,,
3262,SERVICIO MAILU S.A. DE C.V.,19.4843,-99.04263,22.25,24.5,
3263,"SERVICIO SANTA MARIA CANCHESDA, S.A. DE C.V.",19.95189,-100.0136,22.55,,23.65
3264,SERVICIO MAPEX SA DE CV,19.48104,-98.89455,21.99,23.4,23.99
3265,DESECHOS BIOLÓGICOS E INDUSTRIALES SA DE CV,19.5579,-99.29659,22.54,,
3266,"Estacion Arreola, S.A. de C.V.",32.53159,-117.0315,21.58,23.5,
3267,servicio migajas II sa de cv,18.80294,-98.96458,22.39,23.79,24.39
3268,"Combustibles Tafirul, S.A.  de C.V.",20.64911,-103.4444,22.99,24.99,
3269,"GASO INN, S.A. DE C.V.",22.13986,-100.9912,21.55,,
3270,SERVICIO FRESNOS S.A. DE C.V.,19.27369,-98.88844,20.49,,
3271,GASOLINERA LA DIANA SA DE CV,16.74769,-93.08351,21.59,23.79,
3272,GASOLINERA CASCO HERMANOS SA DE CV,20.45616,-103.5165,23.39,25.99,
3273,GRUPO SECA GASOLINERAS SA DE CV,21.14259,-101.6739,22.45,24.99,24.45
3274,ESTACION DE SERVICIO COCULA GUERRERO SA DE CV,18.25284,-99.66035,23.8,,
3275,SERVICIO SAN JAVIER S.A. DE C.V.                  ,19.5352,-99.18857,22.39,,
3276,OLEUM SERVICE S.A. DE C.V.,20.51618,-100.7797,21.64,23.99,23.87
3277,SERVICIO PRECIADO MARTINEZ SA DE CV,20.58245,-103.3542,22.8,25.3,16.65
3278,SERVICE EXPRESS VALMONT S.A. DE C.V.,19.08894,-102.3794,24.08,,
3279,SERVICIO AGOSTADERITO S. DE R.L. DE C.V.,21.80421,-102.3465,22.36,,
3280,"RECAR SUPER SERVICIO, S.A. DE C.V.",19.2895,-99.73394,20.59,23.49,23.59
3281,"MONGAS, S.A. DE C.V.",25.74097,-100.1672,23.99,,
3282,"GASOCAL, S.A. de C.V.",22.09981,-100.747,22.34,,
3283,"Combustibles Centauro, S.A.  de C.V.",20.70972,-103.4092,23.99,,
3284,ESTACIONES DE SERVICIO PENINSULARES S.A. DE C.V.,23.10597,-109.7118,23.59,,
3285,ESTACION DE SERVICIO NACIONES UNIDAS SA DE CV,20.70392,-103.4475,24.99,,
3286,Gasolinera Gonza SA de CV,16.74139,-93.08392,21.59,,
3287,ESTACION DE SERVICIO SEVILLA S.A. DE C.V.,20.61264,-87.10187,23.89,,
3288,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",21.1338,-101.6872,22.99,,
3289,"Gasolinera Valle Real, S.A. de C.V.",19.72452,-101.2012,22.69,,
3290,GASOLINERA CUDEA SA DE CV,20.70438,-103.3469,22.49,24.99,24.1
3291,CORPORATIVO VENTA DEL ASTILLERO SA DE CV,20.72926,-103.5403,22.27,,
3292,SUPER SERVICIO TEPATITLAN SA DE CV,20.80356,-102.7593,22.79,,
3293,GASOLINERIA LA CRUZ DE SERVICIO S.A. DE C.V.,20.65759,-87.07983,23.78,,
3294,SUPER SERVICIO GARDUÑO SA CE CV,19.71453,-99.95103,21.89,,
3295,GASOLINERA TLAQUEPAQUE SA DE CV,20.62465,-103.3143,24.59,25.89,24.69
3296,"Grupo Arkane, S.A. de C.V.",19.38059,-99.15421,22.99,25.99,
3297,MULTISERVICIO LA CALMA SA DE CV,20.63475,-103.413,20.19,,
3298,Servicios Diana S.A. de C.V.,19.25393,-103.7442,21.4,,
3299,SERVICIOS PLAYA CENTRO S.A. DE C.V.,20.64579,-87.07653,23.83,,
3300,GRUPO VEDOGAS SA DE CV,20.58544,-103.2221,22.49,,
3301,SERVICIOS ESTRELLA S.A DE C.V.,19.35403,-99.08244,22.69,24.99,24.59
3302,"Combustibles Supremos, S.A. de C.V.",20.68303,-103.3312,22.85,25.69,24.19
3303,PETRO SAN JUAN SA DE CV,20.84338,-102.74,22.79,,
3304,Super Servicio San Juan SA de CV,23.85152,-105.307,23.24,,
3305,"GASOLINERIA CALENTANA, S. A. DE C.V.",16.85763,-99.90588,23.25,,
3306,SERVICIO PLAZA CIRCUNVALACION SA DE CV ES07533,20.60003,-100.368,21.89,23.19,
3307,"SERVICIO OCCIDENTAL REFSA, SA DE CV",21.79561,-102.0209,22.54,,
3308,SERVICIO KOHUNLICH S.A. DE C.V.,21.13884,-86.85021,23.78,,
3309,"GRUPO VALSEQUILLO 2000, S.A. DE C.V.",18.95999,-98.16359,21.89,,
3310,DIECEL GASOLINAS SA DE CV,19.53954,-99.15462,22.78,,
3311,HR SOL SERVICIOS ADMINISTRATIVOS FONDO 3 S.A DE C.V.,19.4542,-99.21637,22.89,25.29,24.39
3312,"GASOLIVA, S.A DE C.V ",21.98661,-99.01206,22.94,23.94,
3313,"Servicio Tornado, S.A. DE C.V.",22.20645,-101.0106,22.49,,
3314,"GPDC Estaciones de Servicio, S. A. DE C. V.",19.61872,-99.30667,19.55,,17.02
3315,COMBUSTIBLES LA PUERTA SA DE CV,19.25219,-100.025,23.04,,
3316,"Combustibles Minotauro, S.A.  de C.V.",20.74094,-103.3991,22.99,,
3317,Servicio Gallardo de Alba S.A. de C.V.,21.19953,-102.4428,22.69,,
3318,SERVICIO SOLCER SA DE CV,19.84727,-102.1083,23.39,,
3319,"GRUPO FERCHE, S.A. DE C.V.",19.44703,-96.7176,22.89,,
3320,DIMECO SA DE CV  (ESTACION DE SERVICIO 6542),19.53398,-99.22626,22.69,,
3321,"OPERADORA ESSE, S.A. DE C.V.",25.64234,-100.1638,21.39,24.29,23.89
